7633,-8,0,26,31,9,-7,-11,48,89,12
-5540,-7,7,20,-14,16,-37,16,7,-85,-21
4261,1,18,13,-35,9,43,-50,76,12,11
1271,-1,7,2,31,-17,-26,-70,-19,-47,45
2568,-3,10,22,-1,-1,11,-61,8,-56,55
-4869,7,11,18,17,35,54,62,41,37,-98
4830,4,11,3,-7,-34,45,-13,-16,-7,55
7203,-6,9,-13,1,46,-48,-24,78,58,18
-2447,-5,-19,-3,-26,8,47,15,-8,58,-38
7054,-1,-12,-1,28,-29,-56,-27,7,32,48
-8253,5,8,29,0,-1,-9,-14,-75,-24,-19
-3551,-7,-10,-7,12,-4,-47,65,-65,-69,14
-3012,-1,-12,-7,30,-30,-16,-66,67,2,-76
-2310,2,0,-26,-32,-1,-28,-8,-58,-42,38
-2726,-9,5,-12,-16,11,0,-15,-11,49,-30
6773,-4,-1,24,37,-38,-33,-54,-4,50,48
7643,5,0,28,11,-48,-55,-13,71,18,19
-4817,-2,20,17,28,38,-5,2,-60,1,-7
-10221,10,-9,24,-39,30,-15,-66,-56,-63,-7
-2757,-7,-20,-3,37,-48,-18,-7,64,-85,-59
4677,-4,-15,23,39,-31,49,-7,73,-61,4
9313,10,2,8,13,-43,-14,13,-9,45,68
221,9,-7,-11,-15,-23,-9,-10,-35,-28,35
954,2,14,-23,32,40,13,67,26,-41,-9
-4307,2,3,22,38,-33,-12,11,-67,83,-48
-9294,-1,-3,4,-3,12,-16,-58,2,-67,-53
7572,-8,17,-23,-16,39,29,-38,29,-42,89
-12333,-6,-2,-25,-27,-25,-52,-63,-49,-17,-72
-2277,-5,12,-7,-39,-40,60,-37,10,1,-26
10370,4,-6,14,-20,-30,-19,-13,40,44,66
-7554,-7,9,-27,23,-32,28,-44,13,-33,-83
4768,4,0,4,-4,-15,5,16,20,31,18
839,-5,-10,-3,36,-47,31,-2,76,-85,-34
13841,-7,18,0,37,-13,0,-46,9,80,99
6370,1,20,18,37,-44,10,-36,44,67,-1
4830,6,-7,-4,28,-33,5,-58,11,-31,48
-996,-7,8,-5,-37,7,-19,-69,73,-54,-11
-2549,0,-2,-18,32,-40,0,-8,41,-4,-70
-935,-1,9,-28,-38,34,36,67,-53,41,9
2346,9,6,-10,-37,21,14,29,13,56,3
7715,5,17,18,-4,-28,51,59,44,-50,48
-7362,3,14,17,-22,32,46,26,-60,-84,3
-10970,-3,-13,1,4,17,-15,-69,2,17,-99
-1422,-5,17,2,24,49,57,-55,-54,-43,49
-13002,8,20,-3,17,-26,14,33,-72,-58,-82
6035,-10,14,12,-7,-20,27,4,52,19,15
-13297,3,-7,13,8,7,-27,32,-57,-57,-80
-7525,-3,0,30,-15,-40,-41,19,47,-85,-79
-2352,-8,13,9,36,3,0,-36,32,-63,-23
-1634,7,-12,22,-6,-43,-55,9,49,74,-79
-5561,1,10,6,38,-22,7,21,-54,-68,-17
-9134,10,0,-27,-20,-17,32,-68,10,-49,-69
-3535,-7,6,-16,-5,24,-43,-31,-61,26,8
1411,6,1,11,-4,-23,36,-53,-28,-64,61
-984,-10,13,-13,12,-3,48,-60,8,72,-38
-2609,10,16,24,-21,-33,-54,-3,52,-76,-27
8935,0,13,-24,-18,22,14,66,-27,37,86
1457,-3,-6,-16,14,-19,-15,-6,79,14,-50
5735,2,-3,-21,36,-49,-23,15,-26,-77,75
-18123,2,-9,-8,33,45,39,-53,-72,-90,-93
-3762,8,14,10,22,-25,5,56,-54,17,-32
4131,-9,-4,-10,-16,11,1,28,-13,74,22
-10713,4,1,29,-32,35,-48,-69,-17,90,-90
9228,-8,-4,-4,34,38,-48,-25,-16,81,80
16163,10,13,-14,4,0,-12,50,61,74,84
-1066,1,-15,-7,28,-37,49,57,2,39,-59
-6800,9,14,29,-35,-3,19,57,-32,79,-76
-7059,-10,1,1,-37,33,-59,-57,-56,37,-15
-1555,6,14,15,-2,26,10,50,-1,17,-23
-14694,-2,2,7,-33,34,-39,45,-35,-57,-93
8227,0,-12,-9,-31,-3,-33,23,75,-50,56
-849,10,-5,22,-4,-28,-2,54,-12,26,-24
2912,4,-19,-11,-16,47,23,-58,60,-43,32
5104,3,8,4,-33,-46,-14,-70,32,-13,49
-5472,-5,9,29,-30,-1,1,21,0,2,-49
8943,-6,15,24,28,18,14,32,-38,72,79
3870,4,-10,9,-24,-50,-27,63,-58,-90,92
-2858,0,-14,-13,13,47,-25,-8,-68,-85,55
-7752,-4,-20,-7,-27,17,52,38,43,-30,-95
4013,6,15,-12,37,-29,25,21,-44,-15,49
-11582,8,7,13,-6,49,-44,-64,-36,34,-73
7505,6,-1,3,-9,-1,-13,-11,-23,16,90
10199,-9,1,-16,-36,15,5,40,22,89,58
11193,-2,15,-6,-13,9,-27,43,57,-59,94
-8026,4,-15,5,-22,8,39,-35,-45,15,-43
2676,-5,10,-7,-14,-17,7,17,-48,85,21
4024,-3,6,-19,10,-14,-7,-34,36,-76,43
6859,-2,-5,13,25,-34,-28,60,77,0,-6
-9374,-5,4,22,16,3,-7,-69,-53,48,-64
-12373,3,4,27,-6,-5,-57,44,-26,-84,-79
-6142,-7,10,26,-16,2,54,10,59,-37,-84
-2899,3,13,-17,-19,-26,52,-1,-71,87,-21
7970,5,-15,-1,-24,-14,-25,68,26,-79,82
-10600,0,-11,-20,36,-23,1,-48,4,-89,-85
3886,-2,-4,30,-14,-29,-55,38,34,-16,18
-6219,-3,-14,26,-24,40,21,-35,-75,20,4
-1050,-10,7,-21,13,-47,6,-38,-2,62,-43
9455,1,9,-30,14,-49,4,40,-79,57,96
4249,0,15,-14,31,18,56,-40,27,42,9
9472,10,0,-29,27,47,-18,-6,45,10,66
7564,4,-1,-2,-27,10,60,55,-40,75,69
10055,4,-13,-10,12,13,-29,15,-24,48,96
-8694,-6,-13,-29,-39,-28,31,-65,-65,28,-44
3773,1,-14,-23,-31,9,1,34,8,65,10
8095,3,6,18,-3,-17,17,-48,7,-27,94
-2868,-9,-5,-16,-37,30,23,-44,-80,-16,51
3449,10,-2,-1,-35,-14,-27,-36,-57,-14,92
3812,-8,17,11,-6,-13,38,4,0,41,19
-9511,-9,-19,20,-27,-41,-26,8,29,-81,-86
5431,10,6,-30,34,-34,-5,30,53,90,-39
-9199,-3,8,23,6,-20,-4,-13,-20,37,-94
-1408,9,4,3,-12,27,-11,7,58,75,-68
2847,-3,4,22,10,0,-13,-49,25,-31,34
-218,8,5,25,-4,25,29,50,-51,-86,60
-5738,-10,-20,29,-3,3,-13,58,6,48,-86
9830,-1,14,-17,24,5,12,-5,-11,55,78
1474,-10,-16,27,-15,1,58,54,-54,25,32
14782,5,18,-8,12,18,-6,50,62,76,71
-179,6,-10,26,32,-7,-60,69,-59,66,-6
5317,0,-14,20,21,-2,-51,26,-16,-9,60
6201,-7,6,-16,6,-12,44,-25,-8,84,32
-2002,-2,0,18,24,0,-52,-47,40,51,-56
8159,3,-18,-20,33,0,11,-43,76,88,-2
-4481,10,-11,10,-34,-48,-27,-56,72,-6,-76
-10791,0,18,11,29,49,-35,-39,-6,-60,-67
-5391,9,-7,14,29,42,-58,-19,-3,3,-41
3786,-2,18,-19,2,-7,-22,6,-73,10,76
-2709,-1,1,17,14,-50,-15,-9,59,-80,-48
6543,8,-17,-18,-28,43,-14,19,-41,40,91
8458,-7,-1,23,-9,-14,40,-6,57,69,23
9647,6,-3,-5,37,-17,-14,69,73,56,1
4635,-9,-17,2,-9,-32,-18,47,77,11,-22
-3254,10,10,24,7,-44,15,-9,35,35,-76
-14617,-4,-6,-26,-38,-24,12,32,-72,-24,-98
10487,-6,17,-21,29,-25,-14,5,14,75,51
-4266,6,-15,-9,-14,-33,-2,0,-61,-74,18
9303,8,-16,17,6,28,38,-16,24,21,79
-4036,2,16,13,-11,2,43,-33,-37,27,-17
-1010,4,-7,-1,-7,-20,26,7,-34,-4,7
2973,3,-6,-7,20,-29,-26,-8,58,-19,-11
-3632,-1,6,4,36,-29,-60,23,16,-25,-56
207,5,17,23,-1,-7,55,52,-13,24,-11
2122,-8,-8,19,32,-19,9,-42,-66,87,28
-2950,-10,-6,10,-20,45,36,26,41,82,-76
-2145,7,-2,28,-27,-12,-46,31,-25,28,-11
3815,-3,-4,8,-9,-17,-1,22,12,85,-6
2248,10,-12,-22,40,2,-23,67,-6,-3,2
-5459,-7,-9,30,0,23,-37,12,35,31,-80
6717,0,-9,3,-7,38,0,56,8,-6,64
16023,-10,12,-12,20,16,57,52,65,3,99
-6805,8,12,-8,-18,-5,48,35,-36,14,-57
-1549,-4,17,8,-14,16,15,58,-25,-87,27
4393,7,17,15,10,-49,11,-6,72,21,-22
16787,6,9,-11,39,18,57,70,43,66,91
-4214,3,-12,27,-21,-12,47,28,-19,-46,-16
339,3,-16,-18,31,5,-49,6,-38,-20,27
6406,9,11,-10,7,-7,-55,-57,69,80,2
14139,-4,-6,-13,-17,-38,47,68,79,30,56
-10919,3,2,2,11,17,-12,-54,-64,9,-58
-8797,-3,-19,20,15,22,51,-3,5,-4,-89
8669,7,17,9,17,20,-7,-9,22,-15,82
1273,-7,-19,5,14,-7,36,-16,-66,-55,70
-8384,-5,-14,14,-38,23,25,49,-80,47,-44
-223,8,-8,-7,2,47,-32,-63,59,11,-18
4158,-3,2,-24,-19,34,-38,-54,73,83,-11
-4986,-3,18,5,-38,-25,-7,17,-48,-19,-11
-7625,1,-8,15,15,32,31,43,-8,65,-100
11287,-9,-3,-8,21,-28,35,45,-1,89,55
-1740,8,-19,-14,-6,5,-23,68,-41,-26,7
6711,6,14,27,26,-50,47,-58,56,-24,33
2911,7,-17,-22,30,-34,54,-3,-21,66,-3
-16464,10,12,6,-29,4,-40,-5,-79,-6,-98
-3641,6,19,0,39,17,46,67,58,-66,-73
-10082,-1,-15,-23,-1,26,-57,-70,-54,32,-56
8462,-9,6,24,3,46,33,6,75,-81,75
-4948,3,-6,2,-23,-18,34,30,-60,41,-32
978,5,-20,12,1,-6,47,52,35,18,-33
3368,9,-12,2,23,-32,34,34,-23,-4,27
-8133,5,9,6,-2,47,-11,10,15,19,-86
-10908,-2,-18,9,19,21,-46,-64,-25,63,-99
32,2,-13,-19,-13,-12,34,-29,-44,-20,38
8164,2,1,10,-34,11,10,70,-37,90,71
-2950,9,16,7,14,-47,34,-59,-80,41,3
12082,8,2,-19,-1,-10,12,41,46,-25,87
-4080,-10,6,5,-28,48,-55,65,-17,25,-30
12014,4,-20,-24,30,-22,17,35,26,79,50
-683,-1,-11,-9,-26,29,-46,2,-44,-59,58
-6912,-6,8,7,1,35,-39,-52,-66,-42,10
5164,-1,2,3,22,19,-57,-19,-49,50,71
-10844,-7,-7,-28,24,39,50,41,-55,-28,-76
-5012,-7,-18,15,-22,-33,-12,53,20,-82,-45
-7252,-2,8,-11,-23,-37,-6,-30,-23,-77,-28
11571,8,-8,14,26,22,-47,-68,24,55,98
-5944,-9,0,1,6,49,-29,7,49,3,-82
-1379,0,0,2,-37,-37,-58,-3,-59,56,9
6842,0,14,-6,-18,5,56,28,-30,13,79
1833,-5,3,16,34,11,-49,42,38,71,-43
5706,-5,18,25,21,-9,-21,27,-2,53,29
-12266,6,-11,23,17,-42,17,-51,-78,2,-76
-14541,1,-5,-19,-7,-41,-59,-66,-75,-66,-67
3248,2,5,-1,-32,-22,-43,-13,-1,-37,55
10141,-5,-17,-20,36,43,-36,-32,77,-54,78
-3377,-10,-11,1,25,50,-54,28,50,39,-78
-2305,-7,9,9,37,-34,-43,-51,44,90,-89
-12037,-1,-13,21,5,3,17,0,-27,-60,-81
10367,-7,12,-30,-18,40,51,-25,24,64,78
-9174,-1,12,-24,-6,12,-57,-28,44,-31,-98
-14235,3,-6,13,-40,47,37,18,-31,-50,-86
4736,-9,4,13,39,22,32,10,78,43,-27
10122,9,-3,9,37,45,-7,-53,70,43,55
-17811,-4,-2,29,-19,-41,51,-45,-76,-81,-96
-3208,-10,-2,12,34,33,39,-34,34,-14,-45
-11696,9,9,-18,-36,33,58,27,-29,-19,-84
-10343,10,6,-30,21,-5,48,27,-75,-3,-73
7725,-10,12,0,18,36,8,-40,54,-35,66
-6479,5,-7,20,-9,37,16,-60,24,19,-61
-13569,1,-8,22,-30,28,39,-61,3,-48,-92
-9021,1,-10,-12,-15,-26,-54,-53,-11,-77,-45
6784,5,19,-5,-33,-26,-5,42,-55,19,90
-6979,-1,16,-9,23,45,19,-68,-14,-87,-13
-1636,7,19,13,9,-39,-19,-13,8,-86,3
5839,-10,-8,-9,-25,3,-50,17,69,6,17
1115,-1,9,15,-25,26,38,1,-11,74,4
677,-6,10,-28,12,-3,-53,19,34,22,-32
-6548,3,10,24,-27,22,25,64,-39,43,-55
4038,-5,17,10,2,-12,12,-70,-45,-22,88
8826,-1,1,-4,-36,-29,-49,43,-55,76,92
-1041,-8,14,28,-17,-12,-9,70,19,-85,-2
-4633,7,-7,-29,24,19,34,26,-7,46,-71
11010,7,1,14,-27,47,18,45,69,41,62
8368,-7,-9,29,7,35,10,-11,45,61,44
6880,5,-13,-16,-25,-50,-57,-66,71,15,28
-9836,-4,-8,6,-36,-40,-44,25,-34,36,-92
1630,1,8,-11,-10,-7,49,-45,-43,83,20
5005,-8,-7,-12,-14,28,-53,56,63,-1,10
7391,-1,-1,16,32,33,50,-64,63,58,24
4299,-5,-9,13,-17,-3,-50,24,-20,10,55
-2243,-5,12,-23,11,14,22,43,74,-20,-76
13673,5,17,16,-37,-39,2,40,15,62,99
6978,-4,-8,-23,-11,-36,4,7,76,42,-5
9380,-3,-2,-12,28,41,-17,45,30,85,36
11215,2,-14,-16,-38,-37,-13,-57,57,-20,95
-1082,-1,-2,-23,-3,-42,-9,-2,19,-5,-33
2982,9,-17,30,36,43,-49,-67,37,61,6
2978,10,6,28,-27,-24,6,13,-24,60,26
-686,-5,3,23,12,22,-48,24,-25,81,-18
454,-2,20,-19,15,33,-42,-14,-19,-82,53
10417,1,9,-22,-2,-32,-14,55,64,9,39
6879,-4,-13,12,25,35,5,13,33,-5,49
473,2,-3,-20,-4,19,-28,-9,18,-19,7
12887,1,-20,-27,27,48,-50,29,28,83,79
-5138,4,7,-19,37,15,-59,-68,-50,24,-19
19480,8,-12,-14,13,-31,25,48,79,64,97
-906,-9,5,-9,18,45,-18,-13,-76,79,19
9766,5,-20,2,-23,-2,-15,-56,21,34,91
-3158,3,-5,-7,-5,-47,-37,45,-31,69,-55
-412,10,19,-21,-30,-18,-11,59,-75,-69,59
-9329,8,-10,23,-27,-26,-36,-30,-68,36,-50
6889,-2,-13,21,-26,24,55,10,20,89,34
7037,5,-5,7,36,5,-56,-16,39,-38,58
-7849,-10,13,-10,-28,36,-43,0,-3,-32,-48
-3562,-4,-7,29,-13,8,-30,-57,-73,-49,51
-3955,-5,17,-5,-40,-31,-40,-10,20,48,-63
-5214,10,-15,5,16,50,-43,1,28,-79,-30
-3494,5,-20,-2,24,49,-8,-3,-78,46,5
-8394,7,-2,-9,38,5,5,65,-31,19,-95
-4345,1,10,-8,-30,23,-39,54,34,-70,-36
2971,-10,-20,20,-10,40,37,-56,56,29,7
-5507,-8,5,22,-29,47,-25,-13,-45,-32,11
5696,-7,-11,-8,37,-29,-3,7,54,-1,2
-3638,8,-2,-5,-6,-2,22,13,-28,-18,-15
-11929,4,-19,24,29,41,-18,-51,-75,-65,-31
-8982,8,5,21,-19,-11,-46,20,7,-45,-74
5708,0,1,-9,-36,30,-57,65,57,-90,59
2489,8,15,-26,23,-26,54,-4,-20,63,-3
1188,3,-18,-30,17,26,-25,-40,4,-24,26
-6942,-6,-10,-16,29,-33,-30,40,-24,-16,-74
161,-6,-7,-25,-37,8,-16,-20,-72,65,38
-1158,-4,-13,-13,8,-3,58,-16,-54,38,4
-9180,-3,-2,13,-21,-8,-18,30,-3,5,-92
1709,5,-14,-14,-32,-13,-47,68,1,70,-16
-10150,-1,12,-2,3,25,-6,-9,-53,-7,-58
4088,-10,5,-11,-38,43,-37,-12,-51,81,68
8223,10,16,-17,5,43,46,41,31,-64,82
3323,8,-16,28,-11,-2,54,58,-42,-22,59
9602,1,4,10,-34,35,-7,49,79,83,25
-2321,8,-9,13,-16,25,44,25,-9,-10,-9
1940,-7,18,-22,-9,-15,34,35,74,-17,-36
5867,-7,-15,1,-7,-44,60,25,-39,61,43
-10320,-9,-1,11,-36,18,-53,-68,-29,24,-61
-4788,6,14,20,7,4,26,-29,31,7,-64
6615,9,-14,17,-8,-46,48,-65,45,-71,67
-4498,-6,-6,23,-18,-33,55,-18,-51,33,-25
-643,-1,4,-26,-21,-35,-34,30,33,44,-54
-9664,-8,9,0,-19,18,-4,-17,-53,-78,-22
-12249,-9,5,-2,-27,23,-25,68,-54,-77,-61
96,5,-17,-30,8,-20,36,38,51,7,-55
2105,-4,-11,7,-11,47,9,19,-57,89,36
5452,-1,-16,-17,-32,9,-32,-3,-12,-54,93
8010,-3,-17,26,-39,-41,51,-55,12,56,64
-11564,-4,7,9,-21,-21,-6,-24,-54,65,-98
1191,0,-20,-11,-14,35,1,61,56,48,-43
4109,-1,9,4,-15,32,60,-63,-23,16,72
-2066,3,2,-4,26,33,50,-61,-2,47,-26
-3406,9,13,14,-27,24,4,56,-27,-75,14
6869,8,10,3,-20,22,37,58,44,14,33
3209,9,-2,4,-8,-18,-54,37,12,-1,19
-10190,-2,15,-13,-25,-15,-15,8,-27,44,-100
859,2,18,-12,-18,47,-44,-11,69,-1,-15
-3965,-5,16,17,10,21,11,-2,-43,-60,13
-12934,3,19,30,-30,-44,-29,-24,-80,74,-97
4344,4,-15,-12,35,25,11,-32,-35,-75,94
-7027,-4,-11,25,29,5,16,7,-66,-61,-13
1900,-3,-2,25,-25,-40,17,-28,60,-28,-5
-14205,4,16,-13,25,-16,-49,-54,-43,-52,-94
-8150,-3,-20,-5,2,-2,12,26,4,-29,-82
-10714,3,-13,-3,23,-42,30,0,-79,62,-98
4206,-1,-13,11,-40,-30,25,-46,43,76,0
-575,-10,-13,4,-27,4,-36,52,13,-86,16
8187,7,5,24,5,4,12,63,52,68,13
6486,-4,-12,-7,-29,38,44,-59,-12,29,88
-12936,0,-16,30,-30,-26,-36,35,-24,-61,-92
5779,-5,18,-25,34,-46,5,27,58,36,-23
-7917,6,5,-21,-1,46,24,68,16,-35,-83
9100,3,5,-12,-3,-16,45,-10,18,73,48
-8826,10,-6,13,12,-14,41,65,-79,82,-88
4241,-4,-13,-9,-17,49,-60,7,72,66,-10
-2651,-9,-15,-7,-28,-17,-1,2,47,27,-65
-1862,-10,-4,8,-15,34,44,-53,2,78,-27
2783,3,4,-13,-1,-49,58,-42,-47,77,22
-11243,-2,0,22,-27,-7,23,-1,-62,53,-85
7328,10,-6,-21,18,28,-34,63,-25,-44,94
-3736,-10,-20,6,-20,32,20,-65,48,57,-63
2537,-6,6,-27,-34,-44,21,50,29,-68,14
1623,4,13,23,-6,-17,-20,43,42,30,-29
1985,8,17,12,11,1,46,67,9,87,-35
-890,0,-6,-21,31,-15,-57,-46,69,5,-57
9019,1,16,-7,4,37,25,12,29,77,47
-11899,2,5,-8,39,-16,48,-28,-46,-57,-82
-4818,4,-6,-1,-35,36,25,-31,44,54,-72
-3015,9,-8,-11,-14,44,-30,39,-12,73,-41
9824,-1,-18,-14,38,48,-25,-2,-37,81,94
5763,-1,-18,21,31,15,47,-24,60,63,-4
-5981,3,-15,7,-12,19,-52,-18,80,-81,-66
3017,-2,-10,-30,20,-49,38,43,24,35,-31
-10884,-8,-13,-27,-38,-19,-13,-64,11,-25,-91
-7392,5,6,-28,-34,20,-26,-26,60,-11,-90
8074,-2,7,13,22,10,4,19,26,-63,80
-6395,-3,1,-19,15,-39,-11,6,-55,58,-67
1126,-1,12,-27,-10,-17,52,-15,41,25,-29
-4089,4,-11,-6,28,20,-29,-38,12,88,-74
-3544,-8,-19,-27,31,-31,11,-28,-4,13,-53
3666,-4,-12,-12,-14,-42,35,19,-77,-80,100
10301,-7,-20,-28,24,-50,18,49,51,32,24
892,-7,-3,3,10,11,26,-27,-45,-66,65
3816,3,-11,-12,11,-23,16,69,45,-51,2
6658,-3,1,-14,-15,-25,16,-41,69,-45,42
1409,-1,-9,-2,-33,50,42,43,-36,-48,64
3290,-5,5,17,26,22,-42,20,34,0,9
8692,-5,-11,-9,10,10,9,8,6,-34,91
-11459,-3,5,-30,-38,-5,1,-60,-21,-51,-65
3527,10,-17,-30,-35,31,58,-39,-23,-77,97
542,-2,-9,15,12,44,11,-25,1,26,9
2945,0,14,8,18,34,57,-6,41,-80,34
2451,-3,11,7,-20,46,-12,-9,-44,-37,86
996,-1,-20,29,3,-6,-45,8,-64,2,52
6147,10,-3,0,22,49,-2,55,37,-22,41
4739,8,-13,16,21,33,34,49,23,78,-3
-6753,3,1,15,30,-28,58,-29,-32,-64,-35
3087,8,-10,13,-40,-31,13,51,67,-39,-4
-9894,7,5,2,-32,-48,58,-62,-65,-59,-29
-1322,5,-3,26,-4,40,-39,58,51,27,-51
1665,-1,-6,28,-1,-21,-4,-40,33,45,-14
-637,-7,4,7,15,-48,-3,-29,59,-67,-30
8777,-3,-13,-27,10,-22,33,3,53,81,10
7018,-1,2,-14,33,-6,-1,-6,-39,13,79
8072,-8,-18,-19,19,-41,36,64,-16,7,54
962,-7,-18,23,9,15,-52,47,-74,37,40
-6124,6,-4,30,-11,-6,34,-31,-70,-32,5
-14436,-6,17,8,27,17,-59,66,-69,-38,-100
-1292,-7,-12,15,-7,30,54,12,-1,-38,6
6612,9,-17,-16,27,-41,58,-31,-1,10,47
-8436,-6,-16,5,30,26,25,-9,50,-78,-90
-4619,4,-14,-20,-34,47,-10,37,0,85,-65
6268,-9,9,8,31,28,-39,-70,73,70,6
3624,-7,3,-3,4,-18,0,68,77,-70,-9
-5274,1,2,-27,3,-10,2,-22,-62,-62,7
6497,-6,0,8,25,23,57,65,43,23,11
13140,-2,15,23,11,-39,27,46,54,64,52
11160,1,-19,-21,13,44,27,44,13,78,69
-7299,3,-19,16,-27,1,-51,-44,73,-38,-84
1804,-1,-3,2,-24,-44,-37,14,-26,-54,49
7929,-6,-18,22,1,-22,6,-22,28,-87,93
-1991,2,-14,-22,33,-32,-44,4,-17,-70,-2
-4393,-6,-11,-17,12,-43,-27,-23,17,-62,-43
-637,-5,4,4,-13,-2,-18,29,61,43,-63
6864,3,-3,0,3,38,29,56,6,-64,83
-11676,-1,7,-21,0,30,26,26,-80,64,-91
2044,7,7,10,6,-16,10,64,-10,-62,31
11887,-7,3,17,29,30,15,17,65,12,69
-3062,-3,13,16,31,-23,-23,-57,47,-65,-37
-5786,1,11,8,-33,-7,8,-11,46,55,-97
-6457,2,4,25,20,9,-32,-21,-47,90,-61
-15775,-6,-19,27,-15,40,-37,-2,-64,-57,-77
-8725,4,-3,-5,-2,-13,-56,23,-41,-88,-34
3002,0,19,-23,-23,48,0,-1,2,-74,71
1161,8,9,-5,26,49,-31,13,28,49,-20
-2978,8,19,-17,28,15,23,44,10,-68,-28
4426,10,4,14,29,-25,6,-12,-67,59,56
-8170,-9,14,-17,38,26,-25,-58,-34,43,-69
247,-9,-6,-5,-8,-11,35,-54,30,-13,-5
-838,1,-2,16,27,45,51,59,54,64,-76
1564,0,-7,-15,18,-31,-24,-70,-31,66,13
-3026,-2,1,-24,-22,33,45,-4,16,-23,-23
7267,-10,-2,30,3,-28,-56,46,56,42,10
7320,4,2,22,28,46,-34,59,48,57,18
6425,4,-5,4,-7,49,6,-37,74,78,11
-13315,-9,-17,-24,-33,38,-40,-9,4,-49,-99
4389,8,15,24,10,-50,39,-34,-35,-58,80
11060,-5,-14,9,4,-45,-16,43,-11,21,90
-4806,-10,-9,-15,27,47,-6,-12,50,-61,-54
2829,-3,3,-16,-7,-29,24,70,9,74,-28
-4647,8,2,-8,-23,10,-37,34,36,50,-84
873,-9,18,-23,14,3,23,-50,51,20,-29
8835,-6,-11,6,35,-49,-41,11,37,-87,74
4751,-9,2,23,-9,-44,-44,51,25,-1,17
-6481,7,19,26,-39,10,-41,-49,-63,-44,21
